Crew Mission Name,Name,EVA Number,Start Date,End Date,Duration,Moonwalk,Stand Up Only,Deep Space,Traveler launch date,Launching spacecraft,Destination
Voskhod 2,Alexei Leonov,1,18-Mar-65,18-Mar-65,00:12:09,FALSE,FALSE,FALSE,18-03-1965,Voskhod 2,Earth Orbit
Gemini 4,Ed White,2,03-Jun-65,03-Jun-65,00:20:00,FALSE,FALSE,FALSE,03-06-1965,Gemini 4,Earth Orbit
Gemini 9,Gene Cernan,3,05-Jun-66,05-Jun-66,02:07:00,FALSE,FALSE,FALSE,03-06-1966,Gemini 9,Earth Orbit
Gemini 10,Michael Collins,4,19-Jul-66,19-Jul-66,00:49:00,FALSE,FALSE,FALSE,18-07-1966,Gemini 10,Earth Orbit
Gemini 10,Michael Collins,5,20-Jul-66,20-Jul-66,00:39:00,FALSE,FALSE,FALSE,18-07-1966,Gemini 10,Earth Orbit
Gemini 11,Richard Gordon,6,13-Sep-66,13-Sep-66,00:33:00,FALSE,FALSE,FALSE,12-09-1966,Gemini 11,Earth Orbit
Gemini 11,Richard Gordon,7,14-Sep-66,14-Sep-66,02:08:00,FALSE,FALSE,FALSE,12-09-1966,Gemini 11,Earth Orbit
Gemini 12,Buzz Aldrin,8,12-Nov-66,12-Nov-66,02:29:00,FALSE,FALSE,FALSE,11-11-1966,Gemini 12,Earth Orbit
Gemini 12,Buzz Aldrin,9,13-Nov-66,13-Nov-66,02:06:00,FALSE,FALSE,FALSE,11-11-1966,Gemini 12,Earth Orbit
Gemini 12,Buzz Aldrin,10,14-Nov-66,14-Nov-66,00:55:00,FALSE,FALSE,FALSE,11-11-1966,Gemini 12,Earth Orbit
Soyuz 4/5,Yevgeny Khrunov,11,16-Jan-69,16-Jan-69,00:32:00,FALSE,FALSE,FALSE,15-01-1969,Soyuz 5,Earth Orbit
Soyuz 4/5,Aleksei Yeliseyev,11,16-Jan-69,16-Jan-69,00:32:00,FALSE,FALSE,FALSE,15-01-1969,Soyuz 5,Earth Orbit
Apollo 9,Rusty Schweickart,12,06-Mar-69,06-Mar-69,01:17:00,FALSE,FALSE,FALSE,03-03-1969,Apollo 9,Earth Orbit
Apollo 9,David Scott,12,06-Mar-69,06-Mar-69,01:17:00,FALSE,TRUE,FALSE,03-03-1969,Apollo 9,Earth Orbit
Apollo 11,Neil Armstrong,13,21-Jul-69,21-Jul-69,02:31:40,TRUE,FALSE,FALSE,16-07-1969,Apollo 11,Moon
Apollo 11,Buzz Aldrin,13,21-Jul-69,21-Jul-69,02:31:40,TRUE,FALSE,FALSE,16-07-1969,Apollo 11,Moon
Apollo 12,Pete Conrad,14,19-Nov-69,19-Nov-69,03:56:03,TRUE,FALSE,FALSE,14-11-1969,Apollo 12,Moon
Apollo 12,Alan Bean,14,19-Nov-69,19-Nov-69,03:56:03,TRUE,FALSE,FALSE,14-11-1969,Apollo 12,Moon
Apollo 12,Pete Conrad,15,20-Nov-69,20-Nov-69,03:49:15,TRUE,FALSE,FALSE,14-11-1969,Apollo 12,Moon
Apollo 12,Alan Bean,15,20-Nov-69,20-Nov-69,03:49:15,TRUE,FALSE,FALSE,14-11-1969,Apollo 12,Moon
Apollo 14,Alan Shepard,16,05-Feb-71,05-Feb-71,04:47:50,TRUE,FALSE,FALSE,31-01-1971,Apollo 14,Moon
Apollo 14,Edgar Mitchell,16,05-Feb-71,05-Feb-71,04:47:50,TRUE,FALSE,FALSE,31-01-1971,Apollo 14,Moon
Apollo 14,Alan Shepard,17,06-Feb-71,06-Feb-71,04:34:41,TRUE,FALSE,FALSE,31-01-1971,Apollo 14,Moon
Apollo 14,Edgar Mitchell,17,06-Feb-71,06-Feb-71,04:34:41,TRUE,FALSE,FALSE,31-01-1971,Apollo 14,Moon
Apollo 15,David Scott,18,31-Jul-71,31-Jul-71,00:33:07,FALSE,TRUE,FALSE,26-07-1971,Apollo 15,Moon
Apollo 15,David Scott,19,31-Jul-71,31-Jul-71,06:33:42,TRUE,FALSE,FALSE,26-07-1971,Apollo 15,Moon
Apollo 15,James Irwin,19,31-Jul-71,31-Jul-71,06:33:42,TRUE,FALSE,FALSE,26-07-1971,Apollo 15,Moon
Apollo 15,David Scott,20,01-Aug-71,01-Aug-71,07:12:14,TRUE,FALSE,FALSE,26-07-1971,Apollo 15,Moon
Apollo 15,James Irwin,20,01-Aug-71,01-Aug-71,07:12:14,TRUE,FALSE,FALSE,26-07-1971,Apollo 15,Moon
Apollo 15,David Scott,21,02-Aug-71,02-Aug-71,04:49:50,TRUE,FALSE,FALSE,26-07-1971,Apollo 15,Moon
Apollo 15,James Irwin,21,02-Aug-71,02-Aug-71,04:49:50,TRUE,FALSE,FALSE,26-07-1971,Apollo 15,Moon
Apollo 15,Alfred Worden,22,05-Aug-71,05-Aug-71,00:39:07,FALSE,FALSE,TRUE,26-07-1971,Apollo 15,Moon
Apollo 15,James Irwin,22,05-Aug-71,05-Aug-71,00:39:07,FALSE,TRUE,TRUE,26-07-1971,Apollo 15,Moon
Apollo 16,John Young,23,21-Apr-72,21-Apr-72,07:11:12,TRUE,FALSE,FALSE,16-04-1972,Apollo 16,Moon
Apollo 16,Charles Duke,23,21-Apr-72,21-Apr-72,07:11:12,TRUE,FALSE,FALSE,16-04-1972,Apollo 16,Moon
Apollo 16,John Young,24,22-Apr-72,22-Apr-72,07:23:09,TRUE,FALSE,FALSE,16-04-1972,Apollo 16,Moon
Apollo 16,Charles Duke,24,22-Apr-72,22-Apr-72,07:23:09,TRUE,FALSE,FALSE,16-04-1972,Apollo 16,Moon
Apollo 16,John Young,25,23-Apr-72,23-Apr-72,05:40:03,TRUE,FALSE,FALSE,16-04-1972,Apollo 16,Moon
Apollo 16,Charles Duke,25,23-Apr-72,23-Apr-72,05:40:03,TRUE,FALSE,FALSE,16-04-1972,Apollo 16,Moon
Apollo 16,Thomas Kenneth Mattingly II,26,25-Apr-72,25-Apr-72,01:23:42,FALSE,FALSE,TRUE,16-04-1972,Apollo 16,Moon
Apollo 16,Charles Duke,26,25-Apr-72,25-Apr-72,01:23:42,FALSE,TRUE,TRUE,16-04-1972,Apollo 16,Moon
Apollo 17,Gene Cernan,27,11-Dec-72,12-Dec-72,07:11:53,TRUE,FALSE,FALSE,07-12-1972,Apollo 17,Moon
Apollo 17,Harrison Schmitt,27,11-Dec-72,12-Dec-72,07:11:53,TRUE,FALSE,FALSE,07-12-1972,Apollo 17,Moon
Apollo 17,Gene Cernan,28,12-Dec-72,13-Dec-72,07:36:56,TRUE,FALSE,FALSE,07-12-1972,Apollo 17,Moon
Apollo 17,Harrison Schmitt,28,12-Dec-72,13-Dec-72,07:36:56,TRUE,FALSE,FALSE,07-12-1972,Apollo 17,Moon
Apollo 17,Gene Cernan,29,13-Dec-72,14-Dec-72,07:15:08,TRUE,FALSE,FALSE,07-12-1972,Apollo 17,Moon
Apollo 17,Harrison Schmitt,29,13-Dec-72,14-Dec-72,07:15:08,TRUE,FALSE,FALSE,07-12-1972,Apollo 17,Moon
Apollo 17,Ronald Evans,30,17-Dec-72,17-Dec-72,01:05:44,FALSE,FALSE,TRUE,07-12-1972,Apollo 17,Moon
Apollo 17,Harrison Schmitt,30,17-Dec-72,17-Dec-72,01:05:44,FALSE,TRUE,TRUE,07-12-1972,Apollo 17,Moon
Skylab 2 CM,Paul Weitz,31,26-May-73,26-May-73,00:40:00,FALSE,FALSE,FALSE,25-05-1973,Skylab 2,Other Space station
Skylab 2 - EVA 2,Pete Conrad,32,07-Jun-73,07-Jun-73,03:25:00,FALSE,FALSE,FALSE,25-05-1973,Skylab 2,Other Space station
Skylab 2 - EVA 2,Joseph Kerwin,32,07-Jun-73,07-Jun-73,03:25:00,FALSE,FALSE,FALSE,25-05-1973,Skylab 2,Other Space station
Skylab 2 - EVA 3,Pete Conrad,33,19-Jun-73,19-Jun-73,01:36:00,FALSE,FALSE,FALSE,25-05-1973,Skylab 2,Other Space station
Skylab 2 - EVA 3,Paul Weitz,33,19-Jun-73,19-Jun-73,01:36:00,FALSE,FALSE,FALSE,25-05-1973,Skylab 2,Other Space station
Skylab 3,Owen Garriott,34,06-Aug-73,07-Aug-73,06:31:00,FALSE,FALSE,FALSE,28-07-1973,Skylab 3,Other Space station
Skylab 3,Jack Lousma,34,06-Aug-73,07-Aug-73,06:31:00,FALSE,FALSE,FALSE,28-07-1973,Skylab 3,Other Space station
Skylab 3,Owen Garriott,35,24-Aug-73,24-Aug-73,04:31:00,FALSE,FALSE,FALSE,28-07-1973,Skylab 3,Other Space station
Skylab 3,Jack Lousma,35,24-Aug-73,24-Aug-73,04:31:00,FALSE,FALSE,FALSE,28-07-1973,Skylab 3,Other Space station
Skylab 3,Owen Garriott,36,22-Sep-73,22-Sep-73,02:41:00,FALSE,FALSE,FALSE,28-07-1973,Skylab 3,Other Space station
Skylab 3,Alan Bean,36,22-Sep-73,22-Sep-73,02:41:00,FALSE,FALSE,FALSE,28-07-1973,Skylab 3,Other Space station
Skylab 4,Edward Gibson,37,22-Nov-73,23-Nov-73,06:33:00,FALSE,FALSE,FALSE,16-11-1973,Skylab 4,Other Space station
Skylab 4,William Pogue,37,22-Nov-73,23-Nov-73,06:33:00,FALSE,FALSE,FALSE,16-11-1973,Skylab 4,Other Space station
Skylab 4,Gerald Carr,38,25-Dec-73,25-Dec-73,07:01:00,FALSE,FALSE,FALSE,16-11-1973,Skylab 4,Other Space station
Skylab 4,William Pogue,38,25-Dec-73,25-Dec-73,07:01:00,FALSE,FALSE,FALSE,16-11-1973,Skylab 4,Other Space station
Skylab 4,Gerald Carr,39,29-Dec-73,29-Dec-73,03:29:00,FALSE,FALSE,FALSE,16-11-1973,Skylab 4,Other Space station
Skylab 4,Edward Gibson,39,29-Dec-73,29-Dec-73,03:29:00,FALSE,FALSE,FALSE,16-11-1973,Skylab 4,Other Space station
Skylab 4,Gerald Carr,40,03-Feb-74,03-Feb-74,05:19:00,FALSE,FALSE,FALSE,16-11-1973,Skylab 4,Other Space station
Skylab 4,Edward Gibson,40,03-Feb-74,03-Feb-74,05:19:00,FALSE,FALSE,FALSE,16-11-1973,Skylab 4,Other Space station
Salyut 6 – PE-1,Yuri Romanenko,41,19-Dec-77,19-Dec-77,01:28:00,FALSE,TRUE,FALSE,10-12-1977,Soyuz 26,Other Space station
Salyut 6 – PE-1,Georgi Grechko,41,19-Dec-77,19-Dec-77,01:28:00,FALSE,FALSE,FALSE,10-12-1977,Soyuz 26,Other Space station
Salyut 6 – PE-2,Vladimir Kovalyonok,42,29-Jul-78,29-Jul-78,02:20:00,FALSE,TRUE,FALSE,15-06-1978,Soyuz 29,Other Space station
Salyut 6 – PE-2,Aleksandr Ivanchenkov,42,29-Jul-78,29-Jul-78,02:20:00,FALSE,FALSE,FALSE,15-06-1978,Soyuz 29,Other Space station
Salyut 6 – PE-3,Valery Ryumin,43,15-Aug-79,15-Aug-79,01:23:00,FALSE,FALSE,FALSE,25-02-1979,Soyuz 32,Other Space station
Salyut 6 – PE-3,Vladimir Lyakhov,43,15-Aug-79,15-Aug-79,01:23:00,FALSE,FALSE,FALSE,25-02-1979,Soyuz 32,Other Space station
Salyut 7 – PE-1,Anatoli Berezovoy,44,30-Jul-82,30-Jul-82,02:33:00,FALSE,TRUE,FALSE,13-05-1982,Soyuz T-5,Other Space station
Salyut 7 – PE-1,Valentin Lebedev,44,30-Jul-82,30-Jul-82,02:33:00,FALSE,FALSE,FALSE,13-05-1982,Soyuz T-5,Other Space station
STS-6,Story Musgrave,45,07-Apr-83,08-Apr-83,04:10:00,FALSE,FALSE,FALSE,04-04-1983,"STS-6, Challenger",Earth Orbit
STS-6,Donald Peterson,45,07-Apr-83,08-Apr-83,04:10:00,FALSE,FALSE,FALSE,04-04-1983,"STS-6, Challenger",Earth Orbit
Salyut 7 – PE-2,Vladimir Lyakhov,46,01-Nov-83,01-Nov-83,02:49:00,FALSE,FALSE,FALSE,27-06-1983,Soyuz T-9,Other Space station
Salyut 7 – PE-2,Aleksandr Pavlovich Aleksandrov,46,01-Nov-83,01-Nov-83,02:49:00,FALSE,FALSE,FALSE,27-06-1983,Soyuz T-9,Other Space station
Salyut 7 – PE-2,Vladimir Lyakhov,47,03-Nov-83,03-Nov-83,02:55:00,FALSE,FALSE,FALSE,27-06-1983,Soyuz T-9,Other Space station
Salyut 7 – PE-2,Aleksandr Pavlovich Aleksandrov,47,03-Nov-83,03-Nov-83,02:55:00,FALSE,FALSE,FALSE,27-06-1983,Soyuz T-9,Other Space station
STS-41-B,Bruce McCandless II,48,07-Feb-84,07-Feb-84,05:55:00,FALSE,FALSE,FALSE,03-02-1984,"41-B, Challenger",Earth Orbit
STS-41-B,Robert Stewart,48,07-Feb-84,07-Feb-84,05:55:00,FALSE,FALSE,FALSE,03-02-1984,"41-B, Challenger",Earth Orbit
STS-41-B,Bruce McCandless II,49,09-Feb-84,09-Feb-84,06:17:00,FALSE,FALSE,FALSE,03-02-1984,"41-B, Challenger",Earth Orbit
STS-41-B,Robert Stewart,49,09-Feb-84,09-Feb-84,06:17:00,FALSE,FALSE,FALSE,03-02-1984,"41-B, Challenger",Earth Orbit
STS-41-C,George Nelson,50,08-Apr-84,08-Apr-84,02:38:00,FALSE,FALSE,FALSE,06-04-1984,"41-C, Challenger",Earth Orbit
STS-41-C,James van Hoften,50,08-Apr-84,08-Apr-84,02:38:00,FALSE,FALSE,FALSE,06-04-1984,"41-C, Challenger",Earth Orbit
STS-41-C,George Nelson,51,11-Apr-84,11-Apr-84,06:44:00,FALSE,FALSE,FALSE,06-04-1984,"41-C, Challenger",Earth Orbit
STS-41-C,James van Hoften,51,11-Apr-84,11-Apr-84,06:44:00,FALSE,FALSE,FALSE,06-04-1984,"41-C, Challenger",Earth Orbit
Salyut 7 – PE-3,Leonid Kizim,52,23-Apr-84,23-Apr-84,04:15:00,FALSE,FALSE,FALSE,08-02-1984,Soyuz T-10B,Other Space station
Salyut 7 – PE-3,Vladimir Solovyov,52,23-Apr-84,23-Apr-84,04:15:00,FALSE,FALSE,FALSE,08-02-1984,Soyuz T-10B,Other Space station
Salyut 7 – PE-3,Leonid Kizim,53,26-Apr-84,26-Apr-84,05:00:00,FALSE,FALSE,FALSE,08-02-1984,Soyuz T-10B,Other Space station
Salyut 7 – PE-3,Vladimir Solovyov,53,26-Apr-84,26-Apr-84,05:00:00,FALSE,FALSE,FALSE,08-02-1984,Soyuz T-10B,Other Space station
Salyut 7 – PE-3,Leonid Kizim,54,29-Apr-84,29-Apr-84,02:45:00,FALSE,FALSE,FALSE,08-02-1984,Soyuz T-10B,Other Space station
Salyut 7 – PE-3,Vladimir Solovyov,54,29-Apr-84,29-Apr-84,02:45:00,FALSE,FALSE,FALSE,08-02-1984,Soyuz T-10B,Other Space station
Salyut 7 – PE-3,Leonid Kizim,55,03-May-84,04-May-84,02:45:00,FALSE,FALSE,FALSE,08-02-1984,Soyuz T-10B,Other Space station
Salyut 7 – PE-3,Vladimir Solovyov,55,03-May-84,04-May-84,02:45:00,FALSE,FALSE,FALSE,08-02-1984,Soyuz T-10B,Other Space station
Salyut 7 – PE-3,Leonid Kizim,56,18-May-84,18-May-84,03:05:00,FALSE,FALSE,FALSE,08-02-1984,Soyuz T-10B,Other Space station
Salyut 7 – PE-3,Vladimir Solovyov,56,18-May-84,18-May-84,03:05:00,FALSE,FALSE,FALSE,08-02-1984,Soyuz T-10B,Other Space station
Salyut 7 – PE-4,Svetlana Savitskaya,57,25-Jul-84,25-Jul-84,03:34:00,FALSE,FALSE,FALSE,17-07-1984,Soyuz T-12,Other Space station
Salyut 7 – PE-4,Vladimir Dzhanibekov,57,25-Jul-84,25-Jul-84,03:34:00,FALSE,FALSE,FALSE,17-07-1984,Soyuz T-12,Other Space station
Salyut 7 – PE-3,Leonid Kizim,58,08-Aug-84,08-Aug-84,05:00:00,FALSE,FALSE,FALSE,08-02-1984,Soyuz T-10B,Other Space station
Salyut 7 – PE-3,Vladimir Solovyov,58,08-Aug-84,08-Aug-84,05:00:00,FALSE,FALSE,FALSE,08-02-1984,Soyuz T-10B,Other Space station
STS-41-G,David Leestma,59,11-Oct-84,11-Oct-84,03:27:00,FALSE,FALSE,FALSE,05-10-1984,"41-G, Challenger",Earth Orbit
STS-41-G,Kathryn D. Sullivan,59,11-Oct-84,11-Oct-84,03:27:00,FALSE,FALSE,FALSE,05-10-1984,"41-G, Challenger",Earth Orbit
STS-51-A,Joseph P. Allen,60,12-Nov-84,12-Nov-84,06:00:00,FALSE,FALSE,FALSE,08-11-1984,"51-A, Discovery",Earth Orbit
STS-51-A,Dale Gardner,60,12-Nov-84,12-Nov-84,06:00:00,FALSE,FALSE,FALSE,08-11-1984,"51-A, Discovery",Earth Orbit
STS-51-A,Joseph P. Allen,61,14-Nov-84,14-Nov-84,05:42:00,FALSE,FALSE,FALSE,08-11-1984,"51-A, Discovery",Earth Orbit
STS-51-A,Dale Gardner,61,14-Nov-84,14-Nov-84,05:42:00,FALSE,FALSE,FALSE,08-11-1984,"51-A, Discovery",Earth Orbit
STS-51-D,Jeffrey Hoffman,62,16-Apr-85,16-Apr-85,03:06:00,FALSE,FALSE,FALSE,12-04-1985,"51-D, Discovery",Earth Orbit
STS-51-D,Stanley Griggs,62,16-Apr-85,16-Apr-85,03:06:00,FALSE,FALSE,FALSE,12-04-1985,"51-D, Discovery",Earth Orbit
Salyut 7 – PE-4,Vladimir Dzhanibekov,63,02-Aug-85,02-Aug-85,05:00:00,FALSE,FALSE,FALSE,06-06-1985,Soyuz T-13,Other Space station
Salyut 7 – PE-4,Viktor Savinykh,63,02-Aug-85,02-Aug-85,05:00:00,FALSE,FALSE,FALSE,06-06-1985,Soyuz T-13,Other Space station
STS-51-I,William Frederick Fisher,64,31-Aug-85,31-Aug-85,07:20:00,FALSE,FALSE,FALSE,27-08-1985,"51-I, Discovery",Earth Orbit
STS-51-I,James van Hoften,64,31-Aug-85,31-Aug-85,07:20:00,FALSE,FALSE,FALSE,27-08-1985,"51-I, Discovery",Earth Orbit
STS-51-I,William Frederick Fisher,65,01-Sep-85,01-Sep-85,04:26:00,FALSE,FALSE,FALSE,27-08-1985,"51-I, Discovery",Earth Orbit
STS-51-I,James van Hoften,65,01-Sep-85,01-Sep-85,04:26:00,FALSE,FALSE,FALSE,27-08-1985,"51-I, Discovery",Earth Orbit
STS-61-B,Jerry L. Ross,66,29-Nov-85,29-Nov-85,05:32:00,FALSE,FALSE,FALSE,27-11-1985,"61-B, Atlantis",Earth Orbit
STS-61-B,Sherwood Spring,66,29-Nov-85,29-Nov-85,05:32:00,FALSE,FALSE,FALSE,27-11-1985,"61-B, Atlantis",Earth Orbit
STS-61-B,Jerry L. Ross,67,01-Dec-85,01-Dec-85,06:41:00,FALSE,FALSE,FALSE,27-11-1985,"61-B, Atlantis",Earth Orbit
STS-61-B,Sherwood Spring,67,01-Dec-85,01-Dec-85,06:41:00,FALSE,FALSE,FALSE,27-11-1985,"61-B, Atlantis",Earth Orbit
Salyut 7 – PE-6,Leonid Kizim,68,28-May-86,28-May-86,03:50:00,FALSE,FALSE,FALSE,13-03-1986,Soyuz T-15,Mir
Salyut 7 – PE-6,Vladimir Solovyov,68,28-May-86,28-May-86,03:50:00,FALSE,FALSE,FALSE,13-03-1986,Soyuz T-15,Mir
Salyut 7 – PE-6,Leonid Kizim,69,31-May-86,31-May-86,05:00:00,FALSE,FALSE,FALSE,13-03-1986,Soyuz T-15,Mir
Salyut 7 – PE-6,Vladimir Solovyov,69,31-May-86,31-May-86,05:00:00,FALSE,FALSE,FALSE,13-03-1986,Soyuz T-15,Mir
Mir PE-2,Yuri Romanenko,70,11-Apr-87,11-Apr-87,03:40:00,FALSE,FALSE,FALSE,05-02-1987,Soyuz TM-2,Mir
Mir PE-2,Aleksandr Laveykin,70,11-Apr-87,11-Apr-87,03:40:00,FALSE,FALSE,FALSE,05-02-1987,Soyuz TM-2,Mir
Mir PE-2,Yuri Romanenko,71,12-Jun-87,12-Jun-87,01:53:00,FALSE,FALSE,FALSE,05-02-1987,Soyuz TM-2,Mir
Mir PE-2,Aleksandr Laveykin,71,12-Jun-87,12-Jun-87,01:53:00,FALSE,FALSE,FALSE,05-02-1987,Soyuz TM-2,Mir
Mir PE-2,Yuri Romanenko,72,16-Jun-87,16-Jun-87,03:15:00,FALSE,FALSE,FALSE,05-02-1987,Soyuz TM-2,Mir
Mir PE-2,Aleksandr Laveykin,72,16-Jun-87,16-Jun-87,03:15:00,FALSE,FALSE,FALSE,05-02-1987,Soyuz TM-2,Mir
Mir PE-3,Vladimir Titov,73,26-Feb-88,26-Feb-88,04:25:00,FALSE,FALSE,FALSE,21-12-1987,Soyuz TM-4,Mir
Mir PE-3,Musa Manarov,73,26-Feb-88,26-Feb-88,04:25:00,FALSE,FALSE,FALSE,21-12-1987,Soyuz TM-4,Mir
Mir PE-3,Vladimir Titov,74,30-Jun-88,30-Jun-88,05:10:00,FALSE,FALSE,FALSE,21-12-1987,Soyuz TM-4,Mir
Mir PE-3,Musa Manarov,74,30-Jun-88,30-Jun-88,05:10:00,FALSE,FALSE,FALSE,21-12-1987,Soyuz TM-4,Mir
Mir PE-3,Vladimir Titov,75,20-Oct-88,20-Oct-88,04:12:00,FALSE,FALSE,FALSE,21-12-1987,Soyuz TM-4,Mir
Mir PE-3,Musa Manarov,75,20-Oct-88,20-Oct-88,04:12:00,FALSE,FALSE,FALSE,21-12-1987,Soyuz TM-4,Mir
Mir PE-4,Aleksandr Volkov,76,09-Dec-88,09-Dec-88,06:00:00,FALSE,FALSE,FALSE,26-11-1988,Soyuz TM-7,Mir
Mir PE-4,Jean-Loup Chrétien,76,09-Dec-88,09-Dec-88,06:00:00,FALSE,FALSE,FALSE,26-11-1988,Soyuz TM-7,Mir
Mir PE-5,Aleksandr Viktorenko,77,08-Jan-90,08-Jan-90,02:56:00,FALSE,FALSE,FALSE,05-09-1989,Soyuz TM-8,Mir
Mir PE-5,Aleksandr Serebrov,77,08-Jan-90,08-Jan-90,02:56:00,FALSE,FALSE,FALSE,05-09-1989,Soyuz TM-8,Mir
Mir PE-5,Aleksandr Viktorenko,78,11-Jan-90,11-Jan-90,02:54:00,FALSE,FALSE,FALSE,05-09-1989,Soyuz TM-8,Mir
Mir PE-5,Aleksandr Serebrov,78,11-Jan-90,11-Jan-90,02:54:00,FALSE,FALSE,FALSE,05-09-1989,Soyuz TM-8,Mir
Mir PE-5,Aleksandr Viktorenko,79,26-Jan-90,26-Jan-90,03:02:00,FALSE,FALSE,FALSE,05-09-1989,Soyuz TM-8,Mir
Mir PE-5,Aleksandr Serebrov,79,26-Jan-90,26-Jan-90,03:02:00,FALSE,FALSE,FALSE,05-09-1989,Soyuz TM-8,Mir
Mir PE-5,Aleksandr Viktorenko,80,01-Feb-90,01-Feb-90,04:59:00,FALSE,FALSE,FALSE,05-09-1989,Soyuz TM-8,Mir
Mir PE-5,Aleksandr Serebrov,80,01-Feb-90,01-Feb-90,04:59:00,FALSE,FALSE,FALSE,05-09-1989,Soyuz TM-8,Mir
Mir PE-5,Aleksandr Viktorenko,81,05-Feb-90,05-Feb-90,03:45:00,FALSE,FALSE,FALSE,05-09-1989,Soyuz TM-8,Mir
Mir PE-5,Aleksandr Serebrov,81,05-Feb-90,05-Feb-90,03:45:00,FALSE,FALSE,FALSE,05-09-1989,Soyuz TM-8,Mir
Mir PE-6,Anatoly Solovyev,82,17-Jul-90,17-Jul-90,07:16:00,FALSE,FALSE,FALSE,11-02-1990,Soyuz TM-9,Mir
Mir PE-6,Aleksandr Balandin,82,17-Jul-90,17-Jul-90,07:16:00,FALSE,FALSE,FALSE,11-02-1990,Soyuz TM-9,Mir
Mir PE-6,Anatoly Solovyev,83,26-Jul-90,26-Jul-90,03:31:00,FALSE,FALSE,FALSE,11-02-1990,Soyuz TM-9,Mir
Mir PE-6,Aleksandr Balandin,83,26-Jul-90,26-Jul-90,03:31:00,FALSE,FALSE,FALSE,11-02-1990,Soyuz TM-9,Mir
Mir PE-7,Gennadi Manakov,84,29-Oct-90,30-Oct-90,02:45:00,FALSE,FALSE,FALSE,01-08-1990,Soyuz TM-10,Mir
Mir PE-7,Gennadi Strekalov,84,29-Oct-90,30-Oct-90,02:45:00,FALSE,FALSE,FALSE,01-08-1990,Soyuz TM-10,Mir
Mir PE-8,Viktor M. Afanasyev,85,07-Jan-91,07-Jan-91,05:18:00,FALSE,FALSE,FALSE,02-12-1990,Soyuz TM-11,Mir
Mir PE-8,Musa Manarov,85,07-Jan-91,07-Jan-91,05:18:00,FALSE,FALSE,FALSE,02-12-1990,Soyuz TM-11,Mir
Mir PE-8,Viktor M. Afanasyev,86,23-Jan-91,23-Jan-91,05:33:00,FALSE,FALSE,FALSE,02-12-1990,Soyuz TM-11,Mir
Mir PE-8,Musa Manarov,86,23-Jan-91,23-Jan-91,05:33:00,FALSE,FALSE,FALSE,02-12-1990,Soyuz TM-11,Mir
Mir PE-8,Viktor M. Afanasyev,87,26-Jan-91,26-Jan-91,06:20:00,FALSE,FALSE,FALSE,02-12-1990,Soyuz TM-11,Mir
Mir PE-8,Musa Manarov,87,26-Jan-91,26-Jan-91,06:20:00,FALSE,FALSE,FALSE,02-12-1990,Soyuz TM-11,Mir
STS-37,Jerry L. Ross,88,07-Apr-91,07-Apr-91,04:26:00,FALSE,FALSE,FALSE,05-04-1991,"STS-37, Atlantis",Earth Orbit
STS-37,Jerome Apt,88,07-Apr-91,07-Apr-91,04:26:00,FALSE,FALSE,FALSE,05-04-1991,"STS-37, Atlantis",Earth Orbit
STS-37,Jerry L. Ross,89,08-Apr-91,08-Apr-91,05:47:00,FALSE,FALSE,FALSE,05-04-1991,"STS-37, Atlantis",Earth Orbit
